timestamp,user_id,query_type,table,execution_time_ms,ip_address
2024-02-05 09:05:46,user_43,SELECT,products,156,192.168.1.7
2024-05-11 01:50:32,user_32,DELETE,users,86,192.168.1.20
2024-10-25 14:12:23,user_10,UPDATE,payments,94,192.168.1.2
2024-11-02 18:24:54,user_59,DELETE,products,61,192.168.1.36
2024-02-05 15:07:11,user_48,INSERT,orders,151,192.168.1.38
2024-08-14 14:53:05,user_1,DELETE,products,19,192.168.1.33
2024-09-15 11:51:06,user_9,DELETE,users,65,192.168.1.42
2024-01-08 13:16:18,user_18,UPDATE,payments,55,192.168.1.33
2024-11-19 03:44:22,user_37,DELETE,orders,108,192.168.1.48
2024-03-20 09:02:30,user_88,INSERT,payments,8,192.168.1.5
2024-01-07 21:18:08,user_23,DELETE,users,49,192.168.1.35
2024-09-17 11:59:14,user_87,UPDATE,orders,7,192.168.1.12
2024-12-17 01:43:02,user_23,UPDATE,users,41,192.168.1.16
2024-05-17 19:35:42,user_53,UPDATE,users,331,192.168.1.35
2024-10-05 16:11:22,user_58,UPDATE,products,57,192.168.1.47
2024-10-12 21:56:27,user_7,INSERT,orders,53,192.168.1.30
2024-07-19 14:20:05,user_68,SELECT,payments,19,192.168.1.46
2024-11-14 17:37:30,user_1,INSERT,products,7,192.168.1.33
2024-03-27 17:35:26,user_40,DELETE,users,19,192.168.1.13
2024-03-01 00:31:25,user_68,DELETE,payments,134,192.168.1.40
2024-08-07 02:33:46,user_89,SELECT,users,320,192.168.1.19
2024-03-12 10:26:28,user_90,INSERT,users,135,192.168.1.47
2024-01-09 06:20:43,user_14,DELETE,payments,173,192.168.1.9
2024-01-30 23:53:45,user_65,SELECT,products,3,192.168.1.42
2024-04-22 08:58:02,user_59,SELECT,products,130,192.168.1.49
2024-11-26 07:34:58,user_74,UPDATE,orders,2,192.168.1.38
2024-12-03 00:08:30,user_25,DELETE,products,36,192.168.1.26
2024-08-22 04:05:18,user_96,DELETE,products,53,192.168.1.39
2024-04-01 04:09:56,user_60,INSERT,orders,53,192.168.1.31
2024-06-13 19:13:13,user_89,UPDATE,orders,92,192.168.1.14
2024-10-31 05:40:06,user_31,SELECT,payments,271,192.168.1.50
2024-11-02 15:20:31,user_29,UPDATE,payments,30,192.168.1.44
2024-01-29 03:53:42,user_30,INSERT,products,151,192.168.1.37
2024-05-04 16:35:53,user_74,INSERT,users,20,192.168.1.36
2024-04-27 00:19:20,user_32,UPDATE,products,22,192.168.1.13
2024-07-21 03:19:16,user_41,SELECT,users,60,192.168.1.48
2024-09-05 13:06:13,user_77,UPDATE,payments,87,192.168.1.28
2024-04-07 11:32:55,user_31,INSERT,products,38,192.168.1.49
2024-03-28 03:52:15,user_85,UPDATE,orders,51,192.168.1.9
2024-02-22 05:54:22,user_81,DELETE,products,124,192.168.1.39
2024-08-01 02:50:09,user_95,UPDATE,products,20,192.168.1.33
2024-07-12 21:21:06,user_4,DELETE,payments,16,192.168.1.48
2024-08-03 20:39:25,user_15,SELECT,orders,163,192.168.1.10
2024-03-05 14:09:09,user_63,DELETE,users,4,192.168.1.2
2024-10-13 16:55:31,user_99,INSERT,users,275,192.168.1.44
2024-07-15 04:30:35,user_76,SELECT,users,10,192.168.1.50
2024-08-04 23:11:47,user_22,UPDATE,orders,145,192.168.1.20
2024-09-16 20:55:37,user_81,UPDATE,payments,153,192.168.1.25
2024-12-01 04:19:57,user_57,UPDATE,orders,48,192.168.1.39
2024-03-22 04:34:01,user_12,UPDATE,payments,51,192.168.1.24
2024-10-26 20:33:39,user_71,DELETE,orders,95,192.168.1.10
2024-11-28 03:30:39,user_8,DELETE,users,10,192.168.1.25
2024-02-28 04:44:11,user_53,INSERT,payments,16,192.168.1.9
2024-02-20 18:11:38,user_43,SELECT,users,5,192.168.1.3
2024-05-30 14:45:41,user_85,UPDATE,products,3,192.168.1.14
2024-10-29 20:28:48,user_93,UPDATE,users,247,192.168.1.10
2024-07-08 19:37:00,user_45,INSERT,payments,98,192.168.1.22
2024-09-22 23:37:57,user_10,INSERT,users,41,192.168.1.46
2024-11-30 05:09:37,user_87,UPDATE,payments,20,192.168.1.16
2024-10-07 17:02:11,user_74,UPDATE,users,35,192.168.1.43
2024-07-11 20:25:04,user_73,INSERT,payments,73,192.168.1.19
2024-11-11 03:38:10,user_15,INSERT,payments,22,192.168.1.9
2024-12-12 06:15:43,user_15,SELECT,payments,60,192.168.1.43
2024-03-10 12:52:36,user_2,DELETE,payments,39,192.168.1.1
2024-07-07 17:55:55,user_54,INSERT,products,47,192.168.1.36
2024-09-22 21:24:43,user_82,DELETE,payments,103,192.168.1.15
2024-05-16 09:47:54,user_1,INSERT,payments,97,192.168.1.12
2024-08-03 06:14:53,user_4,DELETE,orders,31,192.168.1.41
2024-02-20 01:21:38,user_42,UPDATE,payments,70,192.168.1.42
2024-06-07 16:45:11,user_16,SELECT,products,195,192.168.1.13
2024-04-12 18:59:08,user_47,DELETE,payments,1,192.168.1.3
2024-11-21 16:08:47,user_95,SELECT,products,2,192.168.1.35
2024-10-28 22:32:52,user_73,DELETE,payments,55,192.168.1.49
2024-04-15 05:22:51,user_16,DELETE,payments,72,192.168.1.30
2024-04-06 04:24:04,user_29,SELECT,users,132,192.168.1.36
2024-05-31 00:05:36,user_18,SELECT,products,27,192.168.1.6
2024-08-13 06:05:26,user_13,UPDATE,orders,250,192.168.1.12
2024-02-08 15:02:07,user_98,DELETE,users,368,192.168.1.13
2024-07-06 04:52:21,user_76,SELECT,products,54,192.168.1.5
2024-10-31 10:10:33,user_96,UPDATE,users,121,192.168.1.11
2024-06-14 23:35:06,user_41,SELECT,orders,141,192.168.1.49
2024-02-12 17:33:44,user_44,DELETE,products,25,192.168.1.1
2024-03-30 02:57:54,user_46,INSERT,products,59,192.168.1.48
2024-10-05 07:39:22,user_71,SELECT,products,6,192.168.1.41
2024-02-21 15:27:02,user_54,SELECT,payments,34,192.168.1.39
2024-02-25 22:41:40,user_82,UPDATE,products,56,192.168.1.21
2024-11-30 08:40:45,user_97,UPDATE,products,267,192.168.1.26
2024-08-15 22:03:57,user_58,DELETE,payments,152,192.168.1.8
2024-02-16 20:04:55,user_68,UPDATE,payments,196,192.168.1.10
2024-09-18 05:55:41,user_46,UPDATE,users,34,192.168.1.16
2024-12-24 01:34:06,user_26,UPDATE,payments,107,192.168.1.4
2024-12-21 05:57:22,user_32,UPDATE,payments,310,192.168.1.48
2024-08-15 02:25:47,user_4,UPDATE,products,416,192.168.1.19
2024-12-24 21:00:27,user_44,SELECT,orders,136,192.168.1.15
2024-12-29 23:29:58,user_10,UPDATE,products,120,192.168.1.7
2024-08-17 10:16:09,user_97,INSERT,products,174,192.168.1.35
2024-10-05 01:32:07,user_8,INSERT,products,120,192.168.1.35
2024-10-15 12:49:38,user_19,DELETE,products,630,192.168.1.32
2024-06-04 00:01:15,user_17,UPDATE,orders,166,192.168.1.9
2024-01-07 11:17:31,user_63,INSERT,users,52,192.168.1.8
2024-02-04 01:19:03,user_21,DELETE,orders,6,192.168.1.30
2024-11-24 08:07:10,user_16,DELETE,products,8,192.168.1.42
2024-04-03 14:32:45,user_30,UPDATE,products,42,192.168.1.12
2024-11-18 07:31:26,user_19,UPDATE,users,45,192.168.1.29
2024-11-15 19:43:04,user_96,DELETE,payments,387,192.168.1.15
2024-08-25 04:19:45,user_66,UPDATE,users,31,192.168.1.36
2024-10-22 11:58:18,user_45,INSERT,payments,342,192.168.1.23
2024-05-04 23:11:54,user_65,INSERT,users,61,192.168.1.33
2024-12-08 12:13:55,user_82,DELETE,users,403,192.168.1.48
2024-07-18 15:35:55,user_70,UPDATE,payments,0,192.168.1.2
2024-05-07 11:21:50,user_57,UPDATE,orders,1,192.168.1.36
2024-04-09 04:33:35,user_16,DELETE,payments,38,192.168.1.12
2024-04-02 13:38:31,user_52,DELETE,users,4,192.168.1.25
2024-05-14 00:41:20,user_80,SELECT,products,114,192.168.1.20
2024-11-12 04:36:26,user_93,DELETE,orders,27,192.168.1.3
2024-08-03 09:01:53,user_57,SELECT,payments,169,192.168.1.15
2024-08-03 18:45:33,user_63,INSERT,orders,47,192.168.1.25
2024-10-20 11:23:33,user_6,UPDATE,orders,137,192.168.1.14
2024-06-14 15:03:01,user_37,UPDATE,users,15,192.168.1.41
2024-07-12 19:08:13,user_57,UPDATE,products,55,192.168.1.38
2024-03-04 12:07:01,user_18,UPDATE,orders,16,192.168.1.38
2024-03-27 14:19:16,user_20,SELECT,orders,21,192.168.1.23
2024-12-12 19:04:52,user_73,UPDATE,users,2,192.168.1.47
2024-12-12 02:24:03,user_51,DELETE,payments,28,192.168.1.48
2024-10-25 12:07:45,user_13,INSERT,users,200,192.168.1.50
2024-09-13 14:28:57,user_58,UPDATE,users,191,192.168.1.13
2024-07-10 02:04:08,user_27,DELETE,payments,237,192.168.1.6
2024-03-23 05:53:40,user_58,DELETE,payments,39,192.168.1.19
2024-06-21 17:41:42,user_56,SELECT,orders,111,192.168.1.45
2024-09-03 20:01:38,user_86,INSERT,orders,85,192.168.1.29
2024-07-08 14:32:37,user_97,INSERT,products,68,192.168.1.22
2024-10-07 07:40:19,user_6,SELECT,users,334,192.168.1.24
2024-08-18 04:41:34,user_100,INSERT,users,1,192.168.1.6
2024-03-17 01:07:46,user_59,DELETE,products,119,192.168.1.22
2024-09-02 21:22:36,user_10,DELETE,products,12,192.168.1.17
2024-01-18 07:10:27,user_53,DELETE,products,23,192.168.1.39
2024-05-12 07:22:54,user_16,DELETE,payments,27,192.168.1.43
2024-05-22 11:29:45,user_81,UPDATE,users,199,192.168.1.18
2024-01-14 20:20:06,user_21,DELETE,users,11,192.168.1.18
2024-09-25 17:00:14,user_72,UPDATE,products,90,192.168.1.43
2024-04-21 00:32:45,user_12,INSERT,users,16,192.168.1.10
2024-08-19 12:36:26,user_45,UPDATE,users,25,192.168.1.24
2024-03-17 00:27:31,user_88,SELECT,users,46,192.168.1.17
2024-03-24 01:33:37,user_51,UPDATE,products,139,192.168.1.25
2024-12-02 17:27:37,user_16,INSERT,orders,48,192.168.1.27
2024-08-13 14:22:11,user_24,UPDATE,payments,95,192.168.1.34
2024-04-25 23:45:50,user_96,SELECT,payments,45,192.168.1.14
2024-01-20 03:31:00,user_41,INSERT,orders,24,192.168.1.12
2024-11-13 23:40:35,user_65,UPDATE,products,50,192.168.1.38
2024-06-03 14:55:56,user_14,INSERT,users,15,192.168.1.24
2024-01-12 05:52:46,user_38,SELECT,users,156,192.168.1.23
2024-03-20 17:34:38,user_97,SELECT,payments,72,192.168.1.10
2024-07-15 02:17:04,user_47,INSERT,products,218,192.168.1.40
2024-06-24 10:24:58,user_92,UPDATE,payments,22,192.168.1.26
2024-12-21 23:00:18,user_54,INSERT,orders,261,192.168.1.15
2024-04-10 13:08:04,user_63,INSERT,products,17,192.168.1.31
2024-03-09 19:06:55,user_83,UPDATE,orders,47,192.168.1.33
2024-01-26 10:20:43,user_54,SELECT,products,4,192.168.1.5
2024-04-20 17:24:34,user_72,SELECT,orders,201,192.168.1.36
2024-10-13 21:36:01,user_22,UPDATE,users,1,192.168.1.48
2024-03-03 23:26:38,user_23,INSERT,users,43,192.168.1.17
2024-08-13 04:17:50,user_13,SELECT,products,193,192.168.1.41
2024-08-31 09:10:05,user_1,INSERT,users,36,192.168.1.23
2024-12-29 07:36:37,user_41,INSERT,users,17,192.168.1.16
2024-01-31 09:04:39,user_58,INSERT,payments,87,192.168.1.21
2024-05-25 21:59:38,user_49,INSERT,orders,171,192.168.1.11
2024-07-31 09:24:53,user_85,UPDATE,users,31,192.168.1.2
2024-12-11 02:53:16,user_97,UPDATE,products,63,192.168.1.11
2024-02-10 03:31:16,user_6,DELETE,users,4,192.168.1.15
2024-05-29 17:31:59,user_10,DELETE,users,160,192.168.1.14
2024-08-09 00:56:38,user_84,INSERT,payments,6,192.168.1.5
2024-02-28 13:14:26,user_9,SELECT,products,247,192.168.1.10
2024-11-09 21:03:34,user_51,DELETE,products,124,192.168.1.29
2024-07-07 03:45:56,user_77,INSERT,payments,43,192.168.1.1
2024-01-18 03:54:36,user_25,DELETE,orders,54,192.168.1.26
2024-02-20 13:25:19,user_83,SELECT,payments,250,192.168.1.21
2024-03-11 12:31:43,user_100,UPDATE,users,87,192.168.1.40
2024-12-12 09:23:04,user_92,UPDATE,payments,74,192.168.1.2
2024-10-07 21:10:59,user_24,INSERT,products,92,192.168.1.17
2024-02-24 08:05:56,user_13,SELECT,products,33,192.168.1.8
2024-12-12 15:57:34,user_85,INSERT,orders,150,192.168.1.42
2024-05-09 22:56:35,user_51,UPDATE,payments,116,192.168.1.38
2024-11-21 18:13:04,user_4,UPDATE,payments,115,192.168.1.44
2024-06-16 23:26:05,user_85,UPDATE,payments,100,192.168.1.39
2024-12-28 05:18:02,user_46,SELECT,products,46,192.168.1.3
2024-08-04 04:18:13,user_55,DELETE,users,68,192.168.1.6
2024-12-15 05:29:04,user_63,SELECT,payments,76,192.168.1.7
2024-10-18 04:36:31,user_17,INSERT,orders,149,192.168.1.4
2024-04-06 13:45:13,user_81,UPDATE,orders,27,192.168.1.24
2024-05-15 06:31:40,user_28,UPDATE,payments,295,192.168.1.49
2024-10-29 11:32:37,user_63,INSERT,orders,37,192.168.1.41
2024-04-10 09:10:59,user_94,INSERT,users,10,192.168.1.9
2024-01-08 12:16:27,user_72,INSERT,orders,127,192.168.1.28
2024-01-31 13:35:42,user_99,UPDATE,products,3,192.168.1.47
2024-08-07 06:46:54,user_44,DELETE,users,24,192.168.1.43
2024-03-27 12:02:36,user_72,INSERT,orders,72,192.168.1.19
2024-05-01 12:19:41,user_2,UPDATE,products,37,192.168.1.38
2024-10-24 14:17:11,user_64,DELETE,orders,28,192.168.1.29
2024-03-20 05:46:47,user_73,INSERT,orders,118,192.168.1.5
2024-04-04 04:11:07,user_33,INSERT,users,15,192.168.1.33
2024-03-05 23:41:15,user_73,DELETE,payments,47,192.168.1.25
2024-01-11 05:17:55,user_11,INSERT,payments,11,192.168.1.1
2024-10-06 02:12:09,user_47,SELECT,products,35,192.168.1.30
2024-06-29 09:02:09,user_5,UPDATE,users,45,192.168.1.17
2024-11-20 20:57:37,user_47,SELECT,products,38,192.168.1.3
2024-04-11 06:10:02,user_33,INSERT,orders,2,192.168.1.12
2024-06-08 04:36:51,user_92,UPDATE,orders,143,192.168.1.18
2024-08-10 10:42:13,user_59,UPDATE,orders,81,192.168.1.14
2024-10-22 13:45:11,user_12,UPDATE,products,83,192.168.1.40
2024-07-25 19:28:57,user_64,DELETE,products,41,192.168.1.38
2024-09-01 20:57:22,user_25,SELECT,products,180,192.168.1.37
2024-07-09 21:13:49,user_38,INSERT,orders,116,192.168.1.1
2024-11-17 01:08:31,user_40,UPDATE,users,4,192.168.1.29
2024-03-07 00:15:28,user_96,SELECT,users,0,192.168.1.34
2024-05-24 22:08:48,user_98,SELECT,products,7,192.168.1.25
2024-03-08 18:54:53,user_89,UPDATE,payments,239,192.168.1.27
2024-09-25 03:13:37,user_41,INSERT,products,13,192.168.1.16
2024-08-25 10:50:58,user_4,DELETE,users,26,192.168.1.18
2024-05-08 15:17:12,user_24,SELECT,orders,294,192.168.1.16
2024-07-24 04:49:51,user_83,INSERT,users,432,192.168.1.19
2024-10-22 14:03:20,user_88,SELECT,products,43,192.168.1.44
2024-03-03 10:23:02,user_48,SELECT,products,33,192.168.1.19
2024-11-07 12:14:34,user_62,DELETE,users,3,192.168.1.40
2024-10-25 08:40:10,user_49,DELETE,users,88,192.168.1.9
2024-01-28 15:25:11,user_89,SELECT,payments,83,192.168.1.38
2024-10-09 00:47:39,user_87,UPDATE,orders,38,192.168.1.19
2024-01-12 19:13:54,user_76,DELETE,users,149,192.168.1.26
2024-01-13 02:04:55,user_28,UPDATE,payments,208,192.168.1.17
2024-01-11 07:45:13,user_100,DELETE,orders,174,192.168.1.8
2024-11-16 13:21:16,user_81,INSERT,users,162,192.168.1.28
2024-06-28 02:33:48,user_95,UPDATE,payments,563,192.168.1.15
2024-11-26 06:35:49,user_31,UPDATE,products,70,192.168.1.37
2024-07-08 08:58:37,user_5,DELETE,users,121,192.168.1.6
2024-12-30 05:14:40,user_84,UPDATE,users,4,192.168.1.17
2024-06-26 14:40:59,user_22,UPDATE,orders,29,192.168.1.18
2024-09-24 01:08:26,user_51,SELECT,users,201,192.168.1.3
2024-02-16 20:05:44,user_51,INSERT,users,17,192.168.1.20
2024-04-24 18:39:50,user_47,UPDATE,users,80,192.168.1.28
2024-03-14 20:27:02,user_5,UPDATE,payments,89,192.168.1.34
2024-11-26 04:06:37,user_15,INSERT,payments,206,192.168.1.23
2024-05-21 14:42:23,user_54,DELETE,products,7,192.168.1.10
2024-09-30 20:20:26,user_8,DELETE,payments,40,192.168.1.44
2024-07-14 05:27:08,user_59,DELETE,payments,84,192.168.1.4
2024-10-26 04:48:49,user_49,SELECT,products,101,192.168.1.40
2024-01-02 22:13:05,user_24,DELETE,payments,289,192.168.1.46
2024-07-21 15:54:00,user_15,DELETE,users,44,192.168.1.33
2024-11-20 09:51:05,user_25,SELECT,payments,210,192.168.1.19
2024-09-09 18:34:19,user_1,SELECT,orders,228,192.168.1.10
2024-10-29 05:15:11,user_94,SELECT,products,16,192.168.1.4
2024-11-24 03:56:04,user_10,SELECT,orders,8,192.168.1.44
2024-01-21 13:01:19,user_39,UPDATE,products,282,192.168.1.26
2024-01-11 16:01:11,user_43,DELETE,users,14,192.168.1.3
2024-10-15 15:19:27,user_86,DELETE,orders,102,192.168.1.29
2024-01-02 06:47:48,user_5,DELETE,orders,9,192.168.1.10
2024-10-26 15:13:17,user_59,SELECT,orders,346,192.168.1.35
2024-07-15 09:02:12,user_75,INSERT,users,4,192.168.1.27
2024-03-31 16:37:43,user_70,UPDATE,payments,9,192.168.1.50
2024-12-10 11:31:17,user_73,INSERT,users,9,192.168.1.35
2024-12-25 03:47:50,user_87,INSERT,orders,67,192.168.1.3
2024-04-30 19:31:09,user_49,INSERT,orders,49,192.168.1.43
2024-10-12 02:11:34,user_96,INSERT,orders,58,192.168.1.4
2024-02-17 12:49:02,user_7,DELETE,payments,49,192.168.1.22
2024-06-17 03:14:46,user_57,SELECT,users,89,192.168.1.12
2024-08-17 13:16:57,user_45,SELECT,orders,187,192.168.1.50
2024-09-01 16:30:15,user_46,INSERT,users,56,192.168.1.37
2024-05-15 05:09:42,user_43,INSERT,orders,72,192.168.1.50
2024-03-13 23:03:33,user_11,UPDATE,users,112,192.168.1.1
2024-07-29 07:28:29,user_69,SELECT,products,39,192.168.1.48
2024-09-15 12:41:23,user_30,SELECT,users,45,192.168.1.28
2024-11-23 23:47:11,user_95,UPDATE,payments,268,192.168.1.1
2024-11-08 17:05:19,user_35,UPDATE,users,120,192.168.1.2
2024-05-05 11:54:15,user_5,SELECT,products,46,192.168.1.49
2024-02-06 08:11:02,user_38,UPDATE,payments,21,192.168.1.38
2024-03-25 10:17:05,user_37,INSERT,products,51,192.168.1.1
2024-05-07 17:12:10,user_34,DELETE,payments,21,192.168.1.8
2024-04-23 09:13:17,user_41,UPDATE,products,141,192.168.1.1
2024-03-16 13:25:45,user_10,UPDATE,orders,16,192.168.1.47
2024-01-16 04:38:39,user_71,SELECT,users,141,192.168.1.36
2024-02-28 18:26:31,user_17,UPDATE,orders,54,192.168.1.37
2024-06-29 09:40:21,user_21,INSERT,products,343,192.168.1.38
2024-09-07 11:55:34,user_26,UPDATE,products,20,192.168.1.7
2024-04-19 16:24:40,user_49,SELECT,orders,33,192.168.1.37
2024-01-28 05:13:01,user_76,UPDATE,products,122,192.168.1.25
2024-09-30 03:27:24,user_15,SELECT,payments,58,192.168.1.15
2024-10-14 04:56:26,user_82,UPDATE,products,12,192.168.1.4
2024-04-25 23:03:02,user_82,DELETE,users,48,192.168.1.19
2024-08-01 23:19:46,user_58,SELECT,payments,30,192.168.1.1
2024-07-23 06:17:29,user_30,UPDATE,users,75,192.168.1.44
2024-01-12 04:08:16,user_18,DELETE,users,392,192.168.1.18
