timestamp,user_id,action,ip_address,status
2024-05-27 14:08:18,user_34,write,192.168.1.29,failure
2024-06-08 11:35:44,user_57,read,192.168.1.8,success
2024-01-08 13:10:41,user_19,write,192.168.1.41,success
2024-12-30 17:19:46,user_56,delete,192.168.1.2,success
2024-04-11 18:59:38,user_80,update,192.168.1.38,success
2024-02-02 17:44:56,user_78,login,192.168.1.20,success
2024-08-12 21:18:46,user_28,read,192.168.1.26,success
2024-06-23 07:59:11,user_79,update,192.168.1.1,success
2024-03-20 00:46:00,user_19,read,192.168.1.2,success
2024-07-14 19:09:40,user_77,update,192.168.1.12,success
2024-08-11 21:08:03,user_54,update,192.168.1.17,success
2024-03-08 02:21:33,user_39,update,192.168.1.6,success
2024-06-23 08:49:36,user_97,login,192.168.1.23,success
2024-04-11 16:59:01,user_82,read,192.168.1.40,success
2024-11-02 17:23:26,user_41,read,192.168.1.9,success
2024-10-12 05:18:30,user_73,write,192.168.1.8,success
2024-04-14 22:48:55,user_36,update,192.168.1.39,success
2024-09-25 13:02:20,user_22,read,192.168.1.36,success
2024-03-23 04:43:15,user_61,write,192.168.1.28,success
2024-07-19 02:03:48,user_9,update,192.168.1.19,success
2024-01-20 08:35:47,user_78,read,192.168.1.42,success
2024-02-24 06:39:18,user_66,update,192.168.1.12,success
2024-03-24 16:10:35,user_2,login,192.168.1.30,success
2024-05-04 10:57:56,user_33,logout,192.168.1.1,success
2024-03-04 18:35:01,user_95,read,192.168.1.16,success
2024-07-26 14:10:55,user_11,update,192.168.1.22,success
2024-07-25 09:58:06,user_22,read,192.168.1.21,success
2024-01-29 06:06:20,user_79,update,192.168.1.18,success
2024-03-03 23:36:31,user_42,logout,192.168.1.43,success
2024-01-11 17:59:49,user_77,login,192.168.1.9,success
2024-07-28 04:23:32,user_18,logout,192.168.1.2,success
2024-12-05 07:13:00,user_49,read,192.168.1.7,success
2024-02-05 13:59:05,user_48,login,192.168.1.49,success
2024-07-24 22:50:12,user_70,update,192.168.1.11,success
2024-04-13 08:12:39,user_16,read,192.168.1.41,success
2024-10-29 13:18:32,user_48,read,192.168.1.4,success
2024-02-14 02:18:10,user_42,logout,192.168.1.43,success
2024-12-28 01:31:28,user_46,logout,192.168.1.24,success
2024-12-26 06:58:40,user_7,logout,192.168.1.47,success
2024-04-18 03:25:17,user_78,update,192.168.1.27,success
2024-02-06 12:15:28,user_53,logout,192.168.1.7,success
2024-02-14 08:33:56,user_50,write,192.168.1.8,success
2024-01-11 05:02:04,user_5,delete,192.168.1.38,failure
2024-05-15 10:17:00,user_7,delete,192.168.1.36,success
2024-06-11 09:35:48,user_89,delete,192.168.1.28,success
2024-08-01 15:33:16,user_33,delete,192.168.1.42,success
2024-02-21 02:48:11,user_46,write,192.168.1.2,success
2024-09-26 14:21:48,user_44,delete,192.168.1.28,success
2024-05-02 16:36:17,user_72,write,192.168.1.25,success
2024-09-05 08:34:53,user_3,logout,192.168.1.22,success
2024-08-30 05:58:28,user_15,read,192.168.1.37,success
2024-11-22 07:22:04,user_63,login,192.168.1.41,success
2024-05-23 05:46:44,user_40,update,192.168.1.44,success
2024-08-22 13:21:50,user_28,update,192.168.1.14,success
2024-07-17 13:43:40,user_38,login,192.168.1.12,failure
2024-07-07 16:05:16,user_59,logout,192.168.1.37,success
2024-11-23 07:54:16,user_6,logout,192.168.1.11,success
2024-03-20 19:41:51,user_61,read,192.168.1.21,success
2024-06-15 00:30:47,user_1,update,192.168.1.43,success
2024-01-20 08:42:10,user_55,delete,192.168.1.20,success
2024-11-30 01:31:42,user_66,update,192.168.1.4,success
2024-11-07 04:05:39,user_39,login,192.168.1.20,success
2024-03-13 18:24:40,user_9,logout,192.168.1.19,success
2024-07-23 08:00:11,user_23,delete,192.168.1.45,success
2024-04-17 11:22:03,user_83,delete,192.168.1.38,failure
2024-02-08 08:50:15,user_76,write,192.168.1.1,success
2024-04-06 12:29:08,user_44,update,192.168.1.43,success
2024-12-26 18:45:55,user_73,write,192.168.1.9,success
2024-12-27 15:09:02,user_30,write,192.168.1.26,success
2024-10-30 18:47:35,user_67,logout,192.168.1.34,success
2024-03-30 06:28:49,user_99,update,192.168.1.44,failure
2024-04-04 04:48:33,user_15,logout,192.168.1.27,success
2024-03-10 02:03:59,user_62,read,192.168.1.44,success
2024-01-21 19:30:26,user_26,write,192.168.1.18,success
2024-06-19 05:54:34,user_86,login,192.168.1.37,success
2024-06-28 15:48:59,user_70,logout,192.168.1.24,success
2024-08-14 13:51:20,user_47,update,192.168.1.7,success
2024-06-12 12:35:46,user_34,read,192.168.1.16,success
2024-10-04 11:02:52,user_89,update,192.168.1.14,success
2024-04-07 09:25:11,user_94,delete,192.168.1.25,success
2024-04-17 23:01:33,user_80,login,192.168.1.16,success
2024-11-09 23:12:49,user_89,login,192.168.1.18,success
2024-09-08 12:01:37,user_68,read,192.168.1.16,success
2024-02-12 12:44:38,user_30,logout,192.168.1.30,success
2024-02-22 06:59:50,user_30,update,192.168.1.36,success
2024-06-20 12:08:59,user_51,login,192.168.1.41,success
2024-02-16 02:57:49,user_62,update,192.168.1.16,success
2024-06-16 14:55:10,user_63,update,192.168.1.31,success
2024-09-23 16:15:11,user_16,update,192.168.1.38,success
2024-02-29 18:27:35,user_74,delete,192.168.1.3,success
2024-07-25 10:48:35,user_91,delete,192.168.1.37,success
2024-08-11 18:24:43,user_92,logout,192.168.1.4,success
2024-07-03 01:16:35,user_19,logout,192.168.1.2,success
2024-07-27 09:52:48,user_36,update,192.168.1.20,success
2024-01-10 18:25:33,user_10,read,192.168.1.25,success
2024-08-11 09:15:44,user_49,delete,192.168.1.18,success
2024-08-17 20:43:55,user_54,write,192.168.1.28,success
2024-08-01 00:18:23,user_92,read,192.168.1.21,success
2024-04-23 07:01:19,user_88,update,192.168.1.10,success
2024-05-30 08:16:41,user_87,update,192.168.1.44,success
2024-08-25 02:11:22,user_73,delete,192.168.1.28,success
2024-10-31 09:45:39,user_22,update,192.168.1.43,success
2024-12-04 19:42:21,user_15,delete,192.168.1.24,success
2024-12-30 04:01:06,user_73,read,192.168.1.7,success
2024-06-23 22:04:20,user_75,write,192.168.1.15,success
2024-01-20 02:33:47,user_17,write,192.168.1.41,failure
2024-05-01 07:42:58,user_60,logout,192.168.1.15,success
2024-08-01 12:19:40,user_66,delete,192.168.1.23,success
2024-09-20 08:52:44,user_23,update,192.168.1.29,success
2024-12-19 10:03:08,user_86,login,192.168.1.20,success
2024-05-06 22:58:18,user_49,login,192.168.1.28,success
2024-07-03 20:02:45,user_11,delete,192.168.1.4,success
2024-11-27 11:37:18,user_88,login,192.168.1.8,success
2024-11-09 04:42:44,user_75,logout,192.168.1.46,success
2024-06-16 11:13:18,user_75,login,192.168.1.40,success
2024-10-07 14:05:37,user_39,update,192.168.1.8,success
2024-06-11 23:59:37,user_63,login,192.168.1.47,success
2024-04-30 01:52:02,user_47,login,192.168.1.21,success
2024-02-17 12:27:12,user_17,login,192.168.1.1,success
2024-03-24 09:36:49,user_20,read,192.168.1.17,success
2024-10-01 01:54:14,user_78,delete,192.168.1.11,success
2024-01-09 02:43:53,user_48,read,192.168.1.50,success
2024-04-17 03:48:08,user_39,logout,192.168.1.50,success
2024-08-18 21:10:22,user_51,login,192.168.1.16,success
2024-05-23 20:46:38,user_49,logout,192.168.1.19,success
2024-01-25 07:23:07,user_65,read,192.168.1.45,success
2024-12-10 10:33:50,user_16,write,192.168.1.5,success
2024-03-13 04:50:39,user_15,delete,192.168.1.9,success
2024-05-20 18:44:46,user_66,delete,192.168.1.3,success
2024-10-10 09:46:48,user_37,logout,192.168.1.44,success
2024-01-27 07:31:38,user_20,update,192.168.1.26,success
2024-11-20 18:22:38,user_56,login,192.168.1.24,success
2024-03-26 09:49:15,user_22,read,192.168.1.48,success
2024-03-31 21:55:34,user_52,write,192.168.1.44,success
2024-04-08 15:30:17,user_3,logout,192.168.1.20,success
2024-08-05 14:37:11,user_72,read,192.168.1.1,success
2024-02-01 04:10:55,user_79,update,192.168.1.1,success
2024-11-19 00:25:06,user_59,read,192.168.1.32,success
2024-01-16 21:52:16,user_64,login,192.168.1.16,success
2024-04-25 10:26:10,user_70,login,192.168.1.47,success
2024-09-26 10:45:01,user_5,logout,192.168.1.26,success
2024-05-31 06:50:30,user_47,write,192.168.1.50,success
2024-04-14 21:24:02,user_52,write,192.168.1.32,success
2024-12-03 13:21:02,user_88,delete,192.168.1.28,success
2024-12-01 00:43:29,user_77,logout,192.168.1.33,success
2024-09-03 20:22:41,user_91,login,192.168.1.48,success
2024-10-18 08:52:18,user_36,delete,192.168.1.19,success
2024-02-15 12:23:49,user_27,update,192.168.1.31,success
2024-03-19 19:53:07,user_88,logout,192.168.1.1,success
2024-02-11 21:57:12,user_56,write,192.168.1.29,success
2024-02-13 17:16:02,user_18,login,192.168.1.38,success
2024-11-04 02:56:25,user_18,update,192.168.1.39,success
2024-08-31 09:13:43,user_84,write,192.168.1.44,success
2024-11-17 22:23:58,user_54,read,192.168.1.32,success
2024-08-05 11:50:41,user_69,write,192.168.1.31,failure
2024-04-27 16:43:30,user_16,write,192.168.1.40,success
2024-10-02 09:10:57,user_41,write,192.168.1.40,success
2024-01-22 02:32:38,user_14,write,192.168.1.47,failure
2024-01-20 05:24:08,user_26,logout,192.168.1.19,success
2024-04-28 07:23:38,user_76,login,192.168.1.5,success
2024-01-31 13:01:42,user_66,read,192.168.1.27,success
2024-11-11 18:19:24,user_54,logout,192.168.1.27,failure
2024-12-06 12:42:34,user_91,login,192.168.1.10,success
2024-01-30 04:45:43,user_91,logout,192.168.1.1,success
2024-07-26 14:25:50,user_20,login,192.168.1.37,success
2024-06-10 02:24:42,user_8,delete,192.168.1.28,success
2024-04-01 05:53:56,user_90,write,192.168.1.27,success
2024-12-27 02:22:12,user_29,read,192.168.1.20,success
2024-12-29 09:11:00,user_86,read,192.168.1.47,success
2024-05-16 02:49:33,user_99,login,192.168.1.10,success
2024-12-14 06:13:28,user_63,read,192.168.1.30,success
2024-06-02 02:30:43,user_88,login,192.168.1.34,success
2024-11-09 17:12:27,user_28,read,192.168.1.34,success
2024-04-03 15:02:57,user_93,write,192.168.1.40,success
2024-11-13 07:21:09,user_94,delete,192.168.1.47,success
2024-12-06 13:39:17,user_81,write,192.168.1.38,success
2024-01-11 16:15:17,user_77,update,192.168.1.45,success
2024-01-08 00:10:28,user_1,update,192.168.1.3,success
2024-06-18 02:57:09,user_25,logout,192.168.1.22,success
2024-08-09 15:24:54,user_67,write,192.168.1.6,success
2024-12-06 09:03:51,user_68,update,192.168.1.17,success
2024-03-07 18:30:36,user_53,login,192.168.1.41,success
2024-06-16 00:05:10,user_20,delete,192.168.1.13,success
2024-01-01 01:20:18,user_38,logout,192.168.1.44,success
2024-06-07 17:11:55,user_90,update,192.168.1.29,success
2024-11-22 23:43:14,user_50,login,192.168.1.33,success
2024-07-18 16:07:12,user_39,write,192.168.1.32,success
2024-02-24 15:34:55,user_97,logout,192.168.1.47,failure
2024-09-25 06:59:00,user_61,update,192.168.1.2,success
2024-07-06 08:52:49,user_30,write,192.168.1.27,success
2024-11-08 11:24:28,user_70,delete,192.168.1.45,success
2024-07-07 16:06:47,user_90,login,192.168.1.35,success
2024-04-02 19:31:11,user_90,logout,192.168.1.11,failure
2024-02-25 01:06:12,user_48,read,192.168.1.49,success
2024-03-28 15:49:16,user_18,read,192.168.1.5,success
2024-09-29 03:29:18,user_67,write,192.168.1.42,success
2024-05-22 16:29:13,user_41,logout,192.168.1.17,success
2024-04-14 01:42:28,user_6,login,192.168.1.20,success
2024-12-18 18:04:47,user_68,update,192.168.1.20,success
2024-09-20 06:12:56,user_92,login,192.168.1.38,success
2024-02-06 23:09:20,user_79,logout,192.168.1.41,success
2024-07-09 07:10:43,user_14,write,192.168.1.37,success
2024-02-25 03:45:10,user_38,read,192.168.1.33,success
2024-03-21 16:04:40,user_68,login,192.168.1.44,success
2024-12-18 04:48:35,user_15,write,192.168.1.14,success
2024-08-14 17:00:46,user_43,write,192.168.1.12,success
2024-02-14 02:53:57,user_99,read,192.168.1.15,success
2024-03-19 23:59:18,user_3,login,192.168.1.36,success
2024-11-09 00:44:14,user_56,write,192.168.1.13,success
2024-10-16 00:00:09,user_81,update,192.168.1.29,success
2024-04-27 01:54:28,user_71,login,192.168.1.30,success
2024-07-16 09:49:59,user_49,write,192.168.1.47,success
2024-06-21 04:37:45,user_89,login,192.168.1.45,success
2024-05-04 00:45:25,user_6,delete,192.168.1.17,success
2024-08-14 01:05:15,user_85,delete,192.168.1.48,success
2024-05-19 18:58:27,user_1,write,192.168.1.17,success
2024-03-07 12:57:41,user_80,delete,192.168.1.32,success
2024-02-06 13:50:15,user_99,login,192.168.1.14,success
2024-01-27 08:50:45,user_34,write,192.168.1.38,success
2024-10-14 18:39:57,user_39,login,192.168.1.12,success
2024-01-06 21:40:09,user_80,delete,192.168.1.34,success
2024-02-03 08:19:32,user_9,read,192.168.1.14,success
2024-05-21 22:25:51,user_91,login,192.168.1.49,success
2024-12-18 21:05:11,user_1,delete,192.168.1.9,success
2024-11-30 15:20:19,user_94,update,192.168.1.15,success
2024-12-10 21:29:50,user_66,read,192.168.1.36,success
2024-05-04 11:26:24,user_85,login,192.168.1.10,success
2024-12-13 21:21:02,user_75,write,192.168.1.50,success
2024-09-14 10:00:21,user_10,login,192.168.1.20,success
2024-11-23 10:43:13,user_46,write,192.168.1.8,success
2024-01-05 04:33:53,user_31,logout,192.168.1.15,failure
2024-09-22 23:52:34,user_48,logout,192.168.1.15,success
2024-11-06 12:16:45,user_69,delete,192.168.1.36,success
2024-02-06 21:10:00,user_28,login,192.168.1.41,success
2024-11-18 04:49:39,user_60,delete,192.168.1.44,success
2024-01-29 19:29:36,user_12,read,192.168.1.40,success
2024-09-02 01:07:36,user_53,logout,192.168.1.14,success
2024-11-01 05:10:36,user_46,update,192.168.1.26,success
2024-02-24 14:12:39,user_54,update,192.168.1.41,success
2024-08-23 08:40:34,user_31,write,192.168.1.6,success
2024-08-16 13:25:22,user_62,update,192.168.1.48,success
2024-12-15 20:00:00,user_38,logout,192.168.1.4,success
2024-11-05 20:56:09,user_45,delete,192.168.1.2,success
2024-04-30 08:03:01,user_51,update,192.168.1.49,success
2024-05-05 08:40:50,user_95,login,192.168.1.10,success
2024-11-09 01:21:58,user_30,update,192.168.1.22,success
2024-09-11 01:33:07,user_18,logout,192.168.1.34,success
2024-01-29 04:53:34,user_16,write,192.168.1.17,success
2024-10-25 21:09:10,user_57,update,192.168.1.5,success
2024-09-23 00:23:57,user_64,login,192.168.1.22,failure
2024-07-15 13:00:56,user_57,read,192.168.1.43,success
2024-09-05 12:05:46,user_94,login,192.168.1.8,success
2024-04-25 08:45:39,user_72,login,192.168.1.36,success
2024-09-08 19:11:22,user_52,write,192.168.1.14,success
2024-08-07 19:35:05,user_22,read,192.168.1.39,success
2024-02-25 04:41:47,user_12,read,192.168.1.20,success
2024-03-24 11:47:16,user_48,update,192.168.1.37,success
2024-04-20 19:15:57,user_25,login,192.168.1.29,success
2024-11-02 12:15:30,user_92,logout,192.168.1.28,success
2024-03-29 13:51:10,user_33,login,192.168.1.46,success
2024-01-30 17:30:40,user_8,logout,192.168.1.27,success
2024-08-12 15:28:15,user_91,write,192.168.1.33,success
2024-08-30 22:18:15,user_72,write,192.168.1.30,success
2024-03-05 14:04:22,user_36,logout,192.168.1.22,success
2024-01-27 03:19:45,user_73,delete,192.168.1.46,success
2024-06-06 19:18:02,user_87,delete,192.168.1.45,success
2024-03-05 21:16:40,user_77,read,192.168.1.4,failure
2024-07-25 00:00:57,user_67,login,192.168.1.17,success
2024-02-25 11:02:03,user_97,login,192.168.1.34,success
2024-12-27 00:31:48,user_69,delete,192.168.1.3,success
2024-02-15 07:43:00,user_18,login,192.168.1.47,failure
2024-03-31 04:50:16,user_68,logout,192.168.1.31,success
2024-01-20 10:07:31,user_95,delete,192.168.1.5,success
2024-05-14 23:26:15,user_41,delete,192.168.1.6,success
2024-01-03 03:18:47,user_83,delete,192.168.1.5,success
2024-01-30 17:17:50,user_51,logout,192.168.1.6,success
2024-10-17 06:54:55,user_76,delete,192.168.1.30,success
2024-03-08 20:00:05,user_98,update,192.168.1.41,success
2024-10-11 14:35:28,user_60,read,192.168.1.2,success
2024-07-14 12:31:41,user_76,write,192.168.1.7,success
2024-02-24 00:33:01,user_36,delete,192.168.1.50,success
2024-03-08 12:47:56,user_39,update,192.168.1.12,success
2024-07-23 17:43:33,user_75,logout,192.168.1.46,success
2024-03-30 13:55:16,user_70,read,192.168.1.1,success
2024-07-07 17:10:11,user_13,login,192.168.1.14,success
2024-09-30 02:18:26,user_41,logout,192.168.1.6,success
2024-02-23 06:18:54,user_14,read,192.168.1.25,success
2024-06-09 15:26:53,user_74,write,192.168.1.28,success
2024-04-02 07:59:12,user_49,delete,192.168.1.18,success
2024-10-31 18:36:10,user_52,update,192.168.1.22,success
2024-02-16 06:44:59,user_55,logout,192.168.1.34,success
2024-06-02 01:28:35,user_41,read,192.168.1.8,success
2024-06-01 23:53:58,user_90,update,192.168.1.15,success
2024-07-28 15:44:15,user_72,logout,192.168.1.2,success
2024-12-30 16:27:15,user_45,logout,192.168.1.50,success
2024-06-20 18:34:36,user_79,logout,192.168.1.13,success
2024-02-13 18:59:08,user_89,read,192.168.1.45,success
2024-02-28 03:59:20,user_16,read,192.168.1.29,success
2024-07-28 13:53:34,user_86,update,192.168.1.19,success
2024-03-07 08:02:38,user_9,read,192.168.1.10,success
2024-03-03 20:07:07,user_67,logout,192.168.1.39,success
2024-02-23 18:56:05,user_58,logout,192.168.1.24,success
2024-09-19 22:05:54,user_74,delete,192.168.1.6,success
2024-11-23 01:24:17,user_48,logout,192.168.1.16,success
2024-05-21 23:10:46,user_100,login,192.168.1.31,success
2024-10-10 06:03:42,user_39,write,192.168.1.50,success
2024-04-15 19:53:32,user_22,login,192.168.1.34,success
2024-07-05 13:00:37,user_39,update,192.168.1.16,success
2024-08-02 07:24:00,user_50,logout,192.168.1.12,success
2024-11-14 11:21:10,user_15,login,192.168.1.2,success
2024-09-28 20:12:51,user_5,update,192.168.1.22,success
2024-09-14 10:17:02,user_34,login,192.168.1.24,success
2024-07-22 22:10:23,user_51,login,192.168.1.39,success
2024-07-01 21:26:56,user_30,read,192.168.1.9,success
2024-05-14 01:39:27,user_5,logout,192.168.1.30,success
2024-01-18 22:48:31,user_10,login,192.168.1.50,success
2024-03-22 05:17:50,user_19,logout,192.168.1.35,success
2024-05-09 19:39:41,user_60,logout,192.168.1.12,success
2024-08-13 23:20:43,user_74,write,192.168.1.36,success
2024-07-21 16:27:11,user_24,logout,192.168.1.16,success
2024-03-25 14:50:25,user_66,read,192.168.1.37,success
2024-08-06 08:46:28,user_86,logout,192.168.1.40,success
2024-03-06 07:06:43,user_36,delete,192.168.1.29,success
2024-07-06 19:11:00,user_97,write,192.168.1.10,success
2024-12-20 12:21:35,user_82,update,192.168.1.18,failure
2024-10-21 09:47:43,user_43,delete,192.168.1.5,success
2024-02-17 03:58:20,user_77,write,192.168.1.47,success
2024-10-15 15:30:54,user_62,write,192.168.1.40,success
2024-07-10 15:42:57,user_67,delete,192.168.1.38,success
2024-10-10 12:27:54,user_55,login,192.168.1.50,success
2024-08-08 01:51:22,user_54,update,192.168.1.48,success
2024-12-11 00:52:38,user_94,write,192.168.1.31,success
2024-12-15 22:33:58,user_100,login,192.168.1.8,success
2024-05-27 22:59:39,user_8,login,192.168.1.5,success
2024-08-12 03:13:40,user_63,delete,192.168.1.42,success
2024-04-07 03:59:27,user_53,read,192.168.1.42,success
2024-11-23 00:14:52,user_5,logout,192.168.1.47,success
2024-04-04 01:59:43,user_43,login,192.168.1.40,success
2024-07-23 23:07:18,user_4,logout,192.168.1.9,success
2024-07-03 05:58:22,user_54,update,192.168.1.27,success
2024-07-25 08:52:48,user_37,delete,192.168.1.9,success
2024-08-22 07:46:14,user_90,logout,192.168.1.48,success
2024-08-20 09:40:11,user_51,logout,192.168.1.22,success
2024-10-09 23:55:41,user_50,delete,192.168.1.24,success
2024-09-28 22:48:41,user_19,update,192.168.1.35,failure
2024-07-29 10:25:12,user_76,delete,192.168.1.24,success
2024-12-16 15:00:45,user_79,logout,192.168.1.33,success
2024-12-27 15:28:58,user_44,read,192.168.1.12,success
2024-07-27 01:33:27,user_67,read,192.168.1.25,success
2024-09-10 19:59:30,user_57,logout,192.168.1.26,success
2024-03-09 15:54:40,user_51,login,192.168.1.20,success
2024-06-14 14:22:45,user_93,logout,192.168.1.7,success
2024-02-06 02:01:45,user_91,write,192.168.1.25,success
2024-07-29 15:01:41,user_67,login,192.168.1.12,success
2024-10-11 00:57:11,user_4,read,192.168.1.46,success
2024-01-03 19:39:01,user_76,read,192.168.1.27,success
2024-02-24 13:00:48,user_59,update,192.168.1.14,failure
2024-04-20 12:56:08,user_51,logout,192.168.1.38,success
2024-05-13 14:37:12,user_57,write,192.168.1.42,success
2024-07-09 08:30:59,user_59,write,192.168.1.8,failure
2024-08-04 16:06:17,user_95,delete,192.168.1.26,success
2024-01-09 17:30:52,user_52,logout,192.168.1.8,success
2024-11-01 15:03:33,user_24,delete,192.168.1.30,success
2024-04-05 12:53:41,user_68,login,192.168.1.48,success
2024-11-24 07:47:33,user_50,delete,192.168.1.25,success
2024-09-12 13:50:55,user_66,delete,192.168.1.3,success
2024-05-05 13:21:32,user_68,logout,192.168.1.2,success
2024-11-01 10:13:16,user_78,read,192.168.1.7,success
2024-01-19 11:49:56,user_74,logout,192.168.1.46,success
2024-07-20 07:34:52,user_74,update,192.168.1.39,failure
