timestamp,user_id,file_path,access_type,status
2024-04-23 04:58:27,user_42,/home/docs/report.pdf,write,denied
2024-07-04 15:55:04,user_54,/data/backup.zip,read,granted
2024-09-30 23:49:58,user_70,/var/log/syslog,write,denied
2024-11-05 14:52:00,user_41,/etc/passwd,read,granted
2024-04-28 03:41:52,user_91,/data/backup.zip,write,granted
2024-09-04 09:15:54,user_18,/var/log/syslog,execute,granted
2024-07-22 06:47:13,user_86,/etc/passwd,read,granted
2024-08-11 02:48:36,user_78,/home/docs/report.pdf,write,granted
2024-01-02 03:51:21,user_27,/etc/passwd,write,granted
2024-09-06 20:56:47,user_96,/etc/passwd,execute,granted
2024-04-15 05:18:24,user_84,/etc/passwd,read,granted
2024-11-08 14:20:43,user_24,/etc/passwd,write,granted
2024-06-11 12:15:00,user_64,/home/docs/report.pdf,execute,granted
2024-10-02 10:11:24,user_100,/etc/passwd,read,granted
2024-11-30 12:25:52,user_2,/home/docs/report.pdf,write,granted
2024-09-13 11:33:07,user_11,/home/docs/report.pdf,execute,granted
2024-04-19 11:14:06,user_55,/data/backup.zip,execute,granted
2024-10-07 18:38:42,user_86,/etc/passwd,read,granted
2024-05-24 23:45:29,user_96,/var/log/syslog,write,granted
2024-09-16 19:18:13,user_49,/data/backup.zip,write,granted
2024-11-09 22:45:41,user_66,/home/docs/report.pdf,read,granted
2024-03-24 12:41:19,user_57,/etc/passwd,write,granted
2024-04-17 15:11:49,user_12,/etc/passwd,read,granted
2024-11-23 21:06:19,user_52,/var/log/syslog,write,granted
2024-07-25 06:42:35,user_45,/home/docs/report.pdf,read,granted
2024-02-03 18:41:01,user_79,/etc/passwd,execute,granted
2024-08-26 17:13:21,user_40,/data/backup.zip,execute,granted
2024-08-26 03:24:31,user_36,/var/log/syslog,execute,granted
2024-12-23 16:32:32,user_65,/home/docs/report.pdf,read,granted
2024-12-04 06:58:48,user_5,/var/log/syslog,write,granted
2024-04-23 15:02:56,user_75,/var/log/syslog,execute,granted
2024-12-04 03:45:21,user_7,/data/backup.zip,execute,granted
2024-04-06 16:42:46,user_36,/home/docs/report.pdf,read,granted
2024-06-26 17:39:35,user_87,/home/docs/report.pdf,write,granted
2024-06-21 14:08:30,user_69,/data/backup.zip,read,denied
2024-04-28 01:53:37,user_83,/var/log/syslog,write,granted
2024-04-10 05:20:37,user_88,/home/docs/report.pdf,write,denied
2024-06-16 11:38:22,user_79,/data/backup.zip,read,granted
2024-12-19 09:27:39,user_77,/var/log/syslog,execute,granted
2024-06-29 05:35:51,user_11,/var/log/syslog,write,denied
2024-06-26 16:02:42,user_16,/home/docs/report.pdf,execute,granted
2024-12-28 13:37:00,user_63,/var/log/syslog,execute,granted
2024-10-13 20:20:03,user_85,/home/docs/report.pdf,execute,denied
2024-01-12 02:55:38,user_41,/var/log/syslog,write,granted
2024-09-05 23:35:43,user_83,/var/log/syslog,write,granted
2024-11-07 19:48:17,user_35,/home/docs/report.pdf,execute,granted
2024-06-30 17:48:33,user_27,/data/backup.zip,execute,granted
2024-03-24 12:58:35,user_98,/var/log/syslog,write,granted
2024-06-07 19:03:34,user_50,/var/log/syslog,read,granted
2024-08-01 07:42:40,user_24,/var/log/syslog,execute,denied
2024-03-01 23:17:42,user_91,/data/backup.zip,execute,granted
2024-02-01 23:39:20,user_57,/home/docs/report.pdf,execute,granted
2024-03-22 11:35:07,user_4,/etc/passwd,execute,granted
2024-09-02 10:30:53,user_11,/var/log/syslog,read,granted
2024-08-09 02:01:48,user_80,/etc/passwd,write,granted
2024-10-24 07:40:42,user_33,/etc/passwd,read,granted
2024-12-13 01:30:55,user_33,/home/docs/report.pdf,write,granted
2024-08-31 06:50:20,user_34,/etc/passwd,write,granted
2024-05-15 20:30:00,user_51,/etc/passwd,read,granted
2024-01-31 05:51:57,user_42,/var/log/syslog,read,granted
2024-05-03 23:35:31,user_95,/home/docs/report.pdf,write,granted
2024-09-18 01:07:35,user_100,/etc/passwd,write,granted
2024-08-31 05:25:49,user_69,/etc/passwd,execute,granted
2024-06-02 23:13:09,user_15,/etc/passwd,read,granted
2024-04-11 23:34:27,user_79,/etc/passwd,read,granted
2024-02-18 02:09:59,user_27,/home/docs/report.pdf,execute,granted
2024-04-02 09:22:57,user_47,/var/log/syslog,write,granted
2024-08-23 04:10:06,user_58,/etc/passwd,execute,granted
2024-02-24 22:53:55,user_25,/etc/passwd,write,granted
2024-12-07 19:06:36,user_88,/data/backup.zip,execute,granted
2024-09-28 11:43:45,user_35,/data/backup.zip,execute,granted
2024-01-04 12:48:58,user_19,/etc/passwd,execute,granted
2024-12-18 10:14:26,user_95,/data/backup.zip,execute,granted
2024-08-12 06:22:10,user_67,/home/docs/report.pdf,execute,granted
2024-06-15 20:19:00,user_49,/data/backup.zip,read,denied
2024-05-29 10:15:35,user_93,/var/log/syslog,write,granted
2024-11-16 13:10:28,user_98,/etc/passwd,execute,granted
2024-05-07 14:39:46,user_31,/home/docs/report.pdf,write,granted
2024-05-04 00:44:05,user_22,/home/docs/report.pdf,execute,granted
2024-04-03 10:06:32,user_25,/var/log/syslog,write,denied
2024-11-22 16:32:23,user_33,/home/docs/report.pdf,write,denied
2024-09-30 14:03:51,user_55,/data/backup.zip,read,granted
2024-10-29 15:59:52,user_7,/home/docs/report.pdf,read,granted
2024-04-25 18:38:30,user_74,/var/log/syslog,read,granted
2024-11-24 14:21:34,user_85,/home/docs/report.pdf,execute,denied
2024-01-09 19:45:02,user_95,/home/docs/report.pdf,write,granted
2024-06-25 16:03:45,user_75,/var/log/syslog,read,denied
2024-03-08 08:09:07,user_94,/etc/passwd,write,granted
2024-06-05 16:25:43,user_82,/home/docs/report.pdf,read,granted
2024-10-02 07:26:26,user_94,/etc/passwd,execute,denied
2024-01-21 20:36:00,user_22,/etc/passwd,write,granted
2024-05-18 18:56:02,user_76,/home/docs/report.pdf,read,granted
2024-12-18 18:40:00,user_32,/var/log/syslog,execute,granted
2024-11-29 03:25:35,user_51,/home/docs/report.pdf,read,granted
2024-03-05 22:36:30,user_63,/var/log/syslog,execute,granted
2024-05-07 02:13:42,user_50,/data/backup.zip,execute,denied
2024-05-01 00:44:56,user_71,/data/backup.zip,write,granted
2024-01-05 11:21:45,user_72,/var/log/syslog,write,granted
2024-11-27 11:04:26,user_64,/data/backup.zip,write,granted
2024-04-04 09:37:20,user_21,/var/log/syslog,write,granted
2024-03-15 06:38:54,user_47,/etc/passwd,read,granted
2024-02-10 22:14:20,user_67,/data/backup.zip,read,granted
2024-09-05 10:38:43,user_50,/home/docs/report.pdf,execute,granted
2024-05-08 00:14:27,user_95,/etc/passwd,read,granted
2024-09-04 12:26:30,user_74,/data/backup.zip,write,granted
2024-05-05 16:45:12,user_35,/data/backup.zip,execute,granted
2024-02-02 20:32:27,user_33,/home/docs/report.pdf,execute,denied
2024-12-11 23:56:17,user_92,/home/docs/report.pdf,read,granted
2024-03-05 02:57:03,user_64,/home/docs/report.pdf,read,granted
2024-02-25 22:59:13,user_49,/var/log/syslog,read,granted
2024-02-27 17:50:18,user_74,/etc/passwd,read,granted
2024-03-06 12:19:49,user_95,/etc/passwd,execute,granted
2024-06-14 11:25:45,user_72,/etc/passwd,read,granted
2024-07-07 16:45:43,user_31,/home/docs/report.pdf,execute,granted
2024-07-02 16:25:00,user_53,/home/docs/report.pdf,write,granted
2024-05-12 08:43:57,user_15,/var/log/syslog,read,granted
2024-11-19 06:43:55,user_10,/etc/passwd,read,granted
2024-09-24 12:01:29,user_79,/home/docs/report.pdf,execute,granted
2024-12-13 20:37:41,user_39,/etc/passwd,write,granted
2024-03-15 01:59:31,user_56,/data/backup.zip,execute,granted
2024-10-03 07:01:58,user_5,/data/backup.zip,read,granted
2024-03-21 12:23:11,user_81,/etc/passwd,execute,granted
2024-08-09 01:08:37,user_9,/data/backup.zip,write,granted
2024-11-29 06:52:58,user_18,/home/docs/report.pdf,write,granted
2024-11-07 16:45:55,user_10,/etc/passwd,read,granted
2024-04-01 14:16:17,user_37,/var/log/syslog,read,granted
2024-08-18 22:52:16,user_51,/etc/passwd,write,granted
2024-08-12 15:12:19,user_72,/var/log/syslog,execute,granted
2024-09-24 03:06:35,user_43,/var/log/syslog,read,granted
2024-04-01 01:30:54,user_24,/home/docs/report.pdf,execute,granted
2024-10-08 12:23:40,user_86,/home/docs/report.pdf,write,granted
2024-11-19 14:45:02,user_17,/var/log/syslog,execute,granted
2024-01-30 17:45:58,user_79,/etc/passwd,read,denied
2024-01-21 11:35:48,user_22,/var/log/syslog,read,granted
2024-08-05 21:54:05,user_16,/home/docs/report.pdf,read,granted
2024-02-01 04:01:41,user_100,/data/backup.zip,read,granted
2024-01-31 09:10:57,user_55,/etc/passwd,read,granted
2024-07-18 15:15:18,user_30,/home/docs/report.pdf,execute,granted
2024-06-21 00:22:12,user_2,/etc/passwd,execute,granted
2024-09-01 13:28:00,user_20,/etc/passwd,execute,granted
2024-09-09 08:35:56,user_92,/etc/passwd,write,granted
2024-04-11 17:13:20,user_14,/etc/passwd,write,granted
2024-02-06 21:03:03,user_50,/home/docs/report.pdf,execute,granted
2024-11-10 22:02:28,user_65,/var/log/syslog,read,granted
2024-12-30 21:26:25,user_100,/data/backup.zip,read,granted
2024-01-20 20:25:30,user_22,/data/backup.zip,execute,granted
2024-07-10 12:10:16,user_5,/etc/passwd,write,granted
2024-03-09 09:44:55,user_75,/etc/passwd,execute,granted
2024-04-27 17:30:11,user_96,/var/log/syslog,write,granted
2024-06-29 18:55:05,user_68,/data/backup.zip,read,granted
2024-08-09 07:41:16,user_31,/data/backup.zip,execute,granted
2024-12-20 03:33:30,user_83,/home/docs/report.pdf,write,granted
2024-06-11 14:39:56,user_51,/home/docs/report.pdf,write,granted
2024-03-29 02:57:39,user_84,/etc/passwd,write,granted
2024-07-20 20:04:54,user_15,/home/docs/report.pdf,write,denied
2024-03-31 20:40:22,user_67,/home/docs/report.pdf,execute,granted
2024-05-01 03:18:49,user_49,/etc/passwd,read,granted
2024-09-23 10:58:57,user_63,/home/docs/report.pdf,execute,denied
2024-03-04 12:07:44,user_49,/home/docs/report.pdf,write,granted
2024-10-12 16:15:54,user_52,/data/backup.zip,read,denied
2024-03-20 12:49:14,user_37,/etc/passwd,execute,granted
2024-04-09 09:20:10,user_51,/data/backup.zip,execute,granted
2024-06-20 15:55:50,user_33,/etc/passwd,write,granted
2024-02-15 09:02:55,user_1,/home/docs/report.pdf,write,granted
2024-03-19 12:36:52,user_98,/etc/passwd,write,granted
2024-07-05 14:03:33,user_42,/data/backup.zip,read,denied
2024-06-01 16:29:17,user_34,/var/log/syslog,execute,granted
2024-10-02 21:38:35,user_38,/data/backup.zip,write,granted
2024-03-18 04:46:30,user_19,/data/backup.zip,read,granted
2024-02-12 08:03:43,user_2,/home/docs/report.pdf,execute,granted
2024-01-30 22:09:50,user_4,/etc/passwd,write,granted
2024-09-20 12:50:11,user_86,/var/log/syslog,write,granted
2024-03-08 07:35:48,user_7,/var/log/syslog,read,denied
2024-09-11 07:36:51,user_28,/data/backup.zip,execute,granted
2024-06-22 17:59:12,user_43,/etc/passwd,execute,granted
2024-10-11 06:57:09,user_43,/etc/passwd,execute,granted
2024-11-29 17:59:41,user_4,/etc/passwd,execute,granted
2024-12-03 03:43:57,user_40,/home/docs/report.pdf,read,granted
2024-09-16 02:00:06,user_48,/etc/passwd,write,granted
2024-03-07 04:03:23,user_36,/data/backup.zip,read,granted
2024-07-02 09:49:08,user_41,/data/backup.zip,execute,granted
2024-08-24 17:36:33,user_75,/home/docs/report.pdf,write,granted
2024-06-02 21:17:36,user_80,/home/docs/report.pdf,write,granted
2024-04-21 23:01:21,user_83,/etc/passwd,write,granted
2024-06-12 03:39:45,user_17,/home/docs/report.pdf,read,granted
2024-09-17 13:55:12,user_7,/var/log/syslog,read,granted
2024-10-30 02:00:10,user_76,/etc/passwd,execute,granted
2024-06-17 11:02:16,user_52,/home/docs/report.pdf,execute,granted
2024-03-01 17:14:46,user_71,/var/log/syslog,write,granted
2024-01-27 21:10:53,user_21,/home/docs/report.pdf,read,granted
2024-07-26 07:02:48,user_20,/var/log/syslog,read,granted
2024-07-11 18:29:06,user_70,/data/backup.zip,read,granted
2024-03-15 03:27:37,user_76,/data/backup.zip,write,granted
2024-04-07 20:54:51,user_10,/data/backup.zip,execute,granted
2024-10-12 03:05:22,user_75,/etc/passwd,execute,denied
2024-04-29 13:53:36,user_81,/var/log/syslog,read,granted
2024-02-03 10:55:04,user_41,/data/backup.zip,write,granted
2024-10-12 09:22:14,user_87,/var/log/syslog,execute,granted
2024-04-26 16:12:18,user_20,/var/log/syslog,read,granted
2024-01-06 06:09:28,user_38,/etc/passwd,write,granted
2024-08-30 14:13:24,user_59,/data/backup.zip,execute,granted
2024-02-11 08:34:31,user_2,/data/backup.zip,write,granted
2024-09-21 07:38:54,user_4,/etc/passwd,write,granted
2024-12-19 01:46:56,user_7,/data/backup.zip,execute,granted
2024-03-07 19:47:16,user_21,/var/log/syslog,execute,granted
2024-12-27 12:18:37,user_39,/var/log/syslog,read,granted
2024-06-13 00:36:53,user_9,/etc/passwd,execute,granted
2024-01-03 01:25:14,user_23,/home/docs/report.pdf,execute,granted
2024-03-03 10:47:49,user_35,/etc/passwd,read,granted
2024-05-28 02:44:18,user_1,/var/log/syslog,execute,granted
2024-03-14 02:19:08,user_19,/data/backup.zip,read,granted
2024-09-23 20:15:38,user_75,/home/docs/report.pdf,read,granted
2024-10-30 04:48:25,user_100,/data/backup.zip,read,granted
2024-12-06 09:56:40,user_39,/etc/passwd,execute,granted
2024-12-04 08:37:15,user_68,/home/docs/report.pdf,read,granted
2024-04-29 08:30:58,user_27,/data/backup.zip,execute,granted
2024-05-25 17:06:12,user_9,/home/docs/report.pdf,read,denied
2024-11-21 05:20:42,user_76,/home/docs/report.pdf,write,granted
2024-08-01 02:50:20,user_37,/var/log/syslog,execute,granted
2024-05-05 23:27:35,user_12,/data/backup.zip,write,granted
2024-08-04 23:45:31,user_31,/etc/passwd,execute,denied
2024-03-09 23:13:40,user_28,/var/log/syslog,execute,granted
2024-05-19 13:24:02,user_62,/data/backup.zip,execute,granted
2024-12-09 01:03:49,user_61,/data/backup.zip,read,granted
2024-05-03 09:44:28,user_4,/data/backup.zip,execute,denied
2024-01-12 22:48:36,user_15,/data/backup.zip,execute,granted
2024-05-07 02:58:52,user_16,/etc/passwd,read,granted
2024-04-25 18:18:32,user_57,/etc/passwd,write,granted
2024-11-09 12:37:00,user_41,/home/docs/report.pdf,write,granted
2024-08-24 20:59:44,user_59,/etc/passwd,read,granted
2024-03-05 12:43:44,user_93,/etc/passwd,write,granted
2024-07-18 22:54:47,user_37,/etc/passwd,execute,granted
2024-10-16 12:33:19,user_38,/var/log/syslog,execute,granted
2024-03-27 12:37:26,user_19,/home/docs/report.pdf,write,denied
2024-04-19 04:57:53,user_43,/home/docs/report.pdf,write,granted
2024-12-15 15:34:35,user_75,/var/log/syslog,execute,granted
2024-01-18 17:34:27,user_35,/home/docs/report.pdf,read,granted
2024-02-27 10:19:56,user_26,/var/log/syslog,execute,denied
2024-12-29 00:27:45,user_74,/home/docs/report.pdf,read,granted
2024-01-27 22:32:20,user_12,/var/log/syslog,execute,granted
2024-07-22 13:28:03,user_41,/data/backup.zip,execute,denied
2024-10-29 23:15:33,user_72,/home/docs/report.pdf,read,granted
2024-10-19 20:45:53,user_27,/data/backup.zip,read,granted
2024-07-25 09:52:50,user_60,/home/docs/report.pdf,write,granted
2024-05-10 15:34:06,user_86,/etc/passwd,write,granted
2024-11-26 13:59:27,user_84,/data/backup.zip,read,granted
2024-09-22 20:02:43,user_62,/data/backup.zip,write,granted
2024-04-18 20:48:41,user_45,/etc/passwd,write,granted
2024-03-08 23:06:38,user_54,/var/log/syslog,execute,granted
2024-03-08 20:21:29,user_96,/etc/passwd,write,denied
2024-12-23 03:19:30,user_72,/home/docs/report.pdf,write,granted
2024-07-10 22:46:18,user_45,/etc/passwd,execute,granted
2024-10-31 05:03:35,user_17,/data/backup.zip,execute,granted
2024-02-28 10:45:42,user_25,/data/backup.zip,read,granted
2024-04-12 04:54:03,user_47,/var/log/syslog,read,granted
2024-04-27 23:50:19,user_81,/var/log/syslog,read,granted
2024-07-03 19:22:57,user_25,/var/log/syslog,execute,granted
2024-11-25 04:30:42,user_93,/var/log/syslog,write,granted
2024-04-21 05:33:43,user_3,/var/log/syslog,read,granted
2024-02-21 13:34:08,user_100,/data/backup.zip,read,granted
2024-08-17 16:14:09,user_58,/etc/passwd,write,granted
2024-01-12 21:14:35,user_20,/etc/passwd,write,granted
2024-04-25 02:27:12,user_82,/home/docs/report.pdf,write,granted
2024-10-06 16:30:07,user_15,/etc/passwd,read,granted
2024-01-17 13:35:23,user_23,/etc/passwd,execute,granted
2024-07-06 05:02:15,user_19,/var/log/syslog,execute,granted
2024-06-30 23:11:47,user_71,/home/docs/report.pdf,execute,granted
2024-02-26 06:31:58,user_35,/data/backup.zip,execute,granted
2024-07-11 01:27:31,user_83,/etc/passwd,read,granted
2024-08-21 11:05:29,user_19,/data/backup.zip,write,denied
2024-04-10 21:00:40,user_30,/etc/passwd,execute,granted
2024-06-09 05:21:49,user_74,/home/docs/report.pdf,write,granted
2024-10-29 00:44:47,user_60,/home/docs/report.pdf,read,granted
2024-09-02 09:47:18,user_85,/etc/passwd,write,granted
2024-09-23 16:07:31,user_48,/etc/passwd,read,granted
2024-11-23 14:42:38,user_10,/data/backup.zip,execute,granted
2024-07-14 13:57:36,user_97,/home/docs/report.pdf,read,granted
2024-11-09 04:27:42,user_65,/data/backup.zip,write,denied
2024-04-03 01:08:24,user_46,/home/docs/report.pdf,execute,granted
2024-12-16 03:29:00,user_37,/home/docs/report.pdf,read,granted
2024-09-28 20:46:35,user_78,/var/log/syslog,execute,granted
2024-09-17 00:01:25,user_32,/home/docs/report.pdf,read,granted
2024-05-28 15:04:29,user_34,/home/docs/report.pdf,execute,granted
2024-04-29 06:40:26,user_12,/home/docs/report.pdf,write,granted
2024-10-21 21:18:07,user_10,/home/docs/report.pdf,read,granted
2024-08-23 09:00:53,user_7,/var/log/syslog,read,granted
2024-07-06 06:09:10,user_73,/home/docs/report.pdf,write,granted
2024-07-09 17:16:08,user_6,/var/log/syslog,read,granted
2024-03-25 04:18:48,user_40,/home/docs/report.pdf,write,granted
2024-05-06 11:54:58,user_39,/data/backup.zip,write,granted
2024-12-02 18:10:57,user_72,/etc/passwd,execute,granted
2024-07-23 06:46:44,user_9,/home/docs/report.pdf,execute,granted
2024-04-09 01:36:23,user_25,/home/docs/report.pdf,read,granted
2024-10-07 10:45:42,user_51,/var/log/syslog,write,granted
2024-08-10 06:15:27,user_13,/var/log/syslog,write,granted
2024-11-07 05:51:23,user_12,/etc/passwd,read,granted
2024-09-11 19:57:40,user_7,/data/backup.zip,read,denied
2024-10-29 18:13:13,user_79,/etc/passwd,read,granted
2024-08-28 04:47:00,user_4,/data/backup.zip,execute,granted
2024-01-01 10:43:55,user_31,/home/docs/report.pdf,execute,granted
2024-03-27 04:11:39,user_36,/home/docs/report.pdf,write,granted
2024-07-16 17:00:13,user_49,/data/backup.zip,read,granted
2024-09-01 10:48:26,user_86,/data/backup.zip,read,granted
2024-11-12 22:22:18,user_93,/etc/passwd,read,granted
2024-10-07 19:14:03,user_55,/var/log/syslog,read,granted
2024-11-13 13:28:10,user_59,/etc/passwd,read,denied
2024-05-17 19:52:36,user_20,/etc/passwd,execute,granted
2024-06-10 10:43:11,user_69,/etc/passwd,write,granted
2024-06-09 11:26:21,user_14,/home/docs/report.pdf,execute,granted
2024-12-29 14:33:05,user_28,/var/log/syslog,execute,granted
2024-06-19 10:38:30,user_33,/home/docs/report.pdf,execute,granted
2024-02-12 17:21:08,user_34,/etc/passwd,write,granted
2024-08-10 22:34:11,user_62,/var/log/syslog,execute,granted
2024-08-13 15:09:16,user_95,/home/docs/report.pdf,read,granted
2024-08-21 19:29:01,user_43,/var/log/syslog,read,denied
2024-01-15 15:03:59,user_69,/etc/passwd,write,granted
2024-12-07 01:05:44,user_77,/var/log/syslog,execute,granted
2024-09-16 03:10:19,user_74,/home/docs/report.pdf,read,granted
2024-05-24 18:25:41,user_51,/var/log/syslog,read,granted
2024-08-24 10:09:58,user_78,/var/log/syslog,read,granted
2024-02-29 11:22:35,user_71,/home/docs/report.pdf,write,granted
2024-03-12 00:44:51,user_17,/home/docs/report.pdf,execute,granted
2024-07-01 16:05:21,user_76,/var/log/syslog,write,denied
2024-09-26 19:58:53,user_92,/home/docs/report.pdf,execute,granted
2024-08-04 07:23:56,user_83,/var/log/syslog,read,denied
2024-12-10 07:02:05,user_60,/etc/passwd,read,granted
2024-09-06 19:21:28,user_57,/home/docs/report.pdf,read,granted
2024-11-12 05:53:25,user_4,/home/docs/report.pdf,execute,granted
2024-01-03 12:29:04,user_18,/etc/passwd,write,granted
2024-12-18 20:30:11,user_20,/data/backup.zip,execute,granted
2024-08-21 01:09:29,user_3,/etc/passwd,execute,granted
2024-01-01 04:04:58,user_37,/data/backup.zip,execute,denied
2024-09-10 22:40:03,user_33,/etc/passwd,write,granted
2024-09-23 20:42:12,user_19,/data/backup.zip,read,granted
2024-12-17 14:05:31,user_16,/etc/passwd,execute,granted
2024-07-07 20:45:59,user_22,/var/log/syslog,write,granted
2024-01-24 18:39:25,user_94,/var/log/syslog,read,granted
2024-01-30 19:43:48,user_79,/etc/passwd,write,denied
2024-12-21 05:03:57,user_84,/data/backup.zip,read,granted
2024-05-29 13:28:53,user_21,/home/docs/report.pdf,execute,granted
2024-07-31 05:52:10,user_22,/home/docs/report.pdf,read,granted
2024-05-08 00:52:50,user_86,/home/docs/report.pdf,write,granted
2024-02-04 02:43:15,user_61,/home/docs/report.pdf,write,granted
2024-10-10 09:02:49,user_18,/home/docs/report.pdf,write,granted
2024-11-03 04:20:02,user_50,/data/backup.zip,execute,granted
2024-10-10 09:46:24,user_4,/home/docs/report.pdf,read,granted
2024-09-06 23:11:47,user_38,/var/log/syslog,read,granted
2024-09-20 20:04:55,user_27,/var/log/syslog,read,granted
2024-04-09 08:57:01,user_38,/etc/passwd,write,granted
2024-05-13 22:02:51,user_35,/data/backup.zip,write,granted
2024-11-16 16:28:24,user_7,/data/backup.zip,write,granted
2024-09-10 10:44:12,user_58,/var/log/syslog,execute,granted
2024-09-19 06:21:27,user_32,/var/log/syslog,read,granted
2024-07-08 23:11:47,user_10,/var/log/syslog,write,granted
2024-08-30 19:38:06,user_93,/etc/passwd,write,granted
2024-07-02 12:26:28,user_87,/home/docs/report.pdf,read,granted
2024-06-18 20:09:55,user_90,/home/docs/report.pdf,read,granted
2024-02-16 07:30:10,user_68,/var/log/syslog,write,denied
2024-10-14 21:04:29,user_35,/home/docs/report.pdf,execute,denied
2024-01-06 00:29:38,user_75,/data/backup.zip,write,granted
2024-01-17 14:08:00,user_29,/data/backup.zip,write,granted
2024-07-01 22:14:27,user_29,/var/log/syslog,write,denied
2024-12-03 12:44:35,user_11,/etc/passwd,write,granted
2024-08-21 15:07:02,user_8,/var/log/syslog,write,granted
2024-10-17 10:05:20,user_59,/var/log/syslog,execute,granted
2024-03-04 19:19:36,user_53,/data/backup.zip,execute,granted
2024-05-06 05:47:13,user_50,/var/log/syslog,execute,granted
2024-06-09 12:20:13,user_69,/etc/passwd,read,granted
2024-08-01 23:11:52,user_84,/etc/passwd,execute,granted
2024-04-13 22:44:12,user_97,/var/log/syslog,read,granted
2024-07-11 12:33:18,user_97,/home/docs/report.pdf,execute,granted
2024-07-14 06:48:13,user_45,/home/docs/report.pdf,execute,granted
2024-05-23 02:54:05,user_39,/data/backup.zip,write,granted
2024-02-16 00:39:30,user_94,/var/log/syslog,execute,granted
2024-07-12 09:32:45,user_93,/etc/passwd,execute,granted
2024-08-20 23:59:55,user_67,/etc/passwd,read,granted
2024-11-14 05:55:33,user_1,/etc/passwd,read,denied
2024-09-11 06:46:01,user_88,/home/docs/report.pdf,write,granted
2024-06-14 19:23:00,user_73,/home/docs/report.pdf,execute,granted
2024-08-09 09:51:57,user_78,/etc/passwd,read,granted
2024-09-12 03:45:29,user_59,/home/docs/report.pdf,execute,denied
2024-11-17 18:24:36,user_37,/data/backup.zip,execute,granted
2024-10-01 23:45:59,user_2,/etc/passwd,write,granted
2024-04-17 23:56:43,user_7,/etc/passwd,read,granted
2024-09-16 04:18:05,user_32,/etc/passwd,write,granted
2024-07-23 14:17:11,user_18,/data/backup.zip,read,granted
2024-12-30 09:16:08,user_47,/data/backup.zip,execute,granted
2024-08-25 10:46:27,user_96,/var/log/syslog,write,granted
2024-03-31 07:23:24,user_2,/data/backup.zip,read,granted
2024-06-13 00:06:37,user_24,/data/backup.zip,write,granted
